BARGAINTERMS_PRICE;PRICE_SQM;FLOORS_MAX;ROOMSCOUNT;TOTALAREA;LIVINGAREA;KITCHENAREA;REPAIRTYPE;COMBINEDWCSCOUNT;SEPARATEWCSCOUNT;BALCONIESCOUNT;LOGGIASCOUNT
4380000;211186;10;;20,74;;;косметический ремонт;0;0;0;0
8700000;321033;26;;27,1;;6,9;евроремонт;1;0;0;0
14800000;197333;;3;75;;;косметический ремонт;0;1;0;1
8800000;118598;17;3;74,2;40,2;12,2;;;1;1;
6500000;328283;26;;19,8;;;евроремонт;0;0;0;0
5500000;146667;10;1;37,5;14,5;9,8;;1;;;1
7100000;338095;26;;21;10,2;;требуется ремонт;1;0;;
6500000;329949;26;1;19,7;11;3,6;косметический ремонт;1;0;0;0
8300000;172917;8;2;48;26;9;евроремонт;;1;;1
8700000;158759;;2;54,8;36;8,5;дизайнерский ремонт;1;;;1
7200000;259179;22;;27,78;15;;требуется ремонт;1;;;1
4899999;141618;18;1;34,6;18;12;евроремонт;1;0;0;1
8900000;113665;19;2;78,3;35,2;22,8;требуется ремонт;;1;0;0
13000000;168831;13;2;77;32;20;;2;;;1
5400000;168750;;2;32;17,5;10;косметический ремонт;1;0;0;0
4200000;168000;10;;25;15;5;косметический ремонт;1;0;0;1
7000000;186667;10;1;37,5;15;10;требуется ремонт;1;;;1
4250000;177083;10;;24;;;косметический ремонт;0;0;1;0
13800000;253211;26;2;54,5;32;10;косметический ремонт;0;2;0;0
4950000;139437;10;1;35,5;16;12;косметический ремонт;1;;;1
6550000;213355;8;1;30,7;29,8;;евроремонт;0;0;1;0
5500000;170807;;;32,2;20;6;евроремонт;1;;1;
8200000;153271;10;2;53,5;31;;евроремонт;;1;;
7000000;154525;8;1;45,3;16,8;24,8;требуется ремонт;2;0;1;0
7350000;224771;;1;32,7;18,7;6,7;косметический ремонт;1;0;0;0
7490000;136182;;2;55;29;9;требуется ремонт;;;1;
6000000;169014;10;1;35,5;15,5;9;косметический ремонт;1;0;0;0
7500000;148515;4;2;50,5;21;20;евроремонт;0;0;0;0
10500000;170732;;3;61,5;30;12;косметический ремонт;1;1;0;1
5200000;144444;;1;36;12;14;косметический ремонт;1;;;1
10350000;132353;8;3;78,2;35,7;24,3;требуется ремонт;2;0;0;2
3800000;158333;;;24;10;6;косметический ремонт;1;;;1
6300000;137856;;1;45,7;18,4;11,3;требуется ремонт;1;0;0;1
11700000;140288;23;2;83,4;52,9;12,7;требуется ремонт;1;1;;1
5480000;166061;8;1;33;14;8;требуется ремонт;;1;;1
3600000;180000;10;;20;17;;косметический ремонт;0;0;1;0
9500000;141791;19;2;67;33;15;;1;0;1;0
5500000;166667;8;1;33;14;8;требуется ремонт;0;1;0;1
4700000;216590;10;;21,7;10;5;евроремонт;0;0;0;0
5890000;146883;8;1;40,1;;10,1;требуется ремонт;;1;;1
10990000;166768;;3;65,9;44,9;8;;;;0;0
5200000;140541;17;1;37;15;9;косметический ремонт;1;;;1
4380000;211186;10;;20,74;;;дизайнерский ремонт;0;1;1;0
8450000;177149;15;2;47,7;30,8;;евроремонт;;1;;1
6850000;169136;;1;40,5;20;12,5;дизайнерский ремонт;1;;;1
6350000;112191;;2;56,6;30,4;10;косметический ремонт;;1;;1
14300000;141165;13;4;101,3;62,1;12;косметический ремонт;1;1;;1
5100000;102000;;2;50;30,5;7;косметический ремонт;0;1;0;1
10250000;122315;;3;83,8;55,5;9;дизайнерский ремонт;;1;1;
9849999;234524;26;1;42;;18;дизайнерский ремонт;1;;0;0
3990000;214863;17;;18,57;;;евроремонт;0;0;0;0
10700000;259709;26;1;41,2;10,6;21,2;;1;;;
10200000;198058;;2;51,5;;13,5;косметический ремонт;;1;;1
5199999;154971;;1;34,2;18;8;косметический ремонт;0;0;1;0
13800000;237931;;2;58;36;17;евроремонт;0;0;0;0
7390000;134315;;2;55,02;;13,6;евроремонт;0;0;0;1
6500000;151163;8;2;43;27;5,2;;;1;;2
15500000;189024;30;3;82;67;12;евроремонт;2;;;1
5200000;155689;4;1;33,4;16;10;требуется ремонт;;1;1;
6800000;126629;16;1;53,7;24,1;11;требуется ремонт;1;;;1
13200000;203077;;2;65;;;дизайнерский ремонт;;1;1;
8400000;140468;;2;59,8;28,7;13,8;требуется ремонт;0;1;1;0
5500000;157143;;1;35;16;10;требуется ремонт;;1;1;
7500000;214286;;1;35;19;7;косметический ремонт;;1;;
5900000;134091;;2;44;;;косметический ремонт;;;1;
7300000;179361;19;1;40,7;;8,4;евроремонт;0;1;1;0
6600000;153846;8;2;42,9;26,4;5,6;требуется ремонт;0;1;0;1
8830000;247339;;1;35,7;;;косметический ремонт;0;0;0;0
14250000;281065;26;2;50,7;28,5;10,4;косметический ремонт;0;0;0;0
7500000;150000;18;2;50;26;10;косметический ремонт;1;;;1
9900000;178700;30;2;55,4;24,9;17,7;требуется ремонт;2;;;1
5600000;160000;;1;35;12;14;евроремонт;1;0;1;0
4950000;156646;8;1;31,6;14,5;8;требуется ремонт;;1;1;
8500000;340000;26;;25;17;6;;1;;0;0
5300000;125592;;1;42,2;17;8,5;косметический ремонт;;1;;1
6500000;309524;26;1;21;;;;1;;0;0
6700000;223333;6;;30;14;6;евроремонт;2;;;
4350000;102837;;2;42,3;26,4;6;косметический ремонт;1;;1;0
6500000;103175;;;63;;;;0;1;0;0
7150000;357500;26;1;20;8,5;5;евроремонт;1;;0;0
15640000;274386;26;2;57;30,2;9,3;евроремонт;0;2;0;1
7800000;134251;26;2;58,1;30,3;13,8;дизайнерский ремонт;0;1;0;1
5850000;288177;26;1;20,3;9,7;5,1;евроремонт;1;;0;0
7500000;140977;26;2;53,2;27,9;10,8;евроремонт;0;1;0;1
13550000;202844;26;3;66,8;37,7;11,8;евроремонт;0;2;0;0
3900000;106557;;1;36,6;15;10;косметический ремонт;1;;1;
9500000;263889;;1;36;15;10;евроремонт;0;1;1;0
12000000;189873;18;2;63,2;;;требуется ремонт;1;;1;0
6850000;118103;;1;58;22;17;требуется ремонт;1;;0;1
7000000;218750;;1;32;;;;1;;0;0
7200000;55728;;;129,2;64;35;требуется ремонт;0;2;;1
6500000;171053;10;1;38;16;14;евроремонт;1;;;
8200000;128426;17;2;63,85;;17;косметический ремонт;0;0;0;0
9940000;114253;9;2;87;43;17,8;требуется ремонт;1;;2;
8950000;161552;;2;55,4;27,2;12;дизайнерский ремонт;1;0;1;0
8500000;123188;16;2;69;34;14,2;требуется ремонт;;1;1;
13700000;342500;;2;40;13,4;18;евроремонт;1;0;1;0
6900000;176923;;1;39;16;15;требуется ремонт;1;;;1
7600000;161359;13;1;47,1;15,1;12;дизайнерский ремонт;;1;;1
3800000;191919;10;;19,8;15;;косметический ремонт;1;;;
8000000;191847;5;1;41,7;;17;евроремонт;1;0;0;1
16300000;271667;31;2;60;37,1;15,5;требуется ремонт;2;;;
11446400;277153;26;1;41,3;24,5;7,4;косметический ремонт;1;0;0;0
8500000;433673;26;;19,6;10;5;евроремонт;1;0;0;0
11999999;195122;14;2;61,5;44,6;12,2;евроремонт;0;1;0;1
7299999;339535;26;1;21,5;;5;дизайнерский ремонт;1;;0;0
12990000;173200;;3;75;;6;;;;;
5150000;160938;;1;32;15;8;требуется ремонт;;1;;1
10550000;142568;18;3;74;44,3;10;косметический ремонт;;1;;1
8600000;150877;10;2;57;30,8;9,6;евроремонт;1;0;0;0
6500000;263158;6;;24,7;;;требуется ремонт;0;0;0;0
5850000;292500;26;;20;10;3;дизайнерский ремонт;1;;;
6500000;263158;6;;24,7;;;требуется ремонт;0;0;0;0
3400000;141667;17;;24;12;6;косметический ремонт;1;;;
8200000;128527;17;2;63,8;;17;требуется ремонт;0;1;1;0
7100000;211310;26;1;33,6;11,5;10,7;дизайнерский ремонт;;;0;0
19200000;204255;;2;94;42;20;евроремонт;1;0;1;0
5500000;149578;;1;36,77;;;евроремонт;0;0;1;0
11700000;140288;23;2;83,4;52,9;12,7;требуется ремонт;1;1;;1
5400000;125581;;2;43;26;7;косметический ремонт;;1;;
5500000;130024;;2;42,3;26;7;косметический ремонт;;1;1;
7000000;186567;10;1;37,52;14,5;9,9;требуется ремонт;1;;1;0
6270000;174167;10;1;36;15;10;евроремонт;1;0;0;0
5299000;143216;17;2;37;20,5;9;требуется ремонт;1;0;0;0
8250000;128906;;2;64;39;8;требуется ремонт;1;1;;
4200000;114754;;1;36,6;14,1;9,5;косметический ремонт;1;;1;
7000000;168675;19;1;41,5;;11,6;требуется ремонт;0;0;1;0
6500000;158537;19;1;41;18;8;косметический ремонт;1;;1;
4400000;162963;;1;27;17,5;5,5;косметический ремонт;1;0;1;0
5700000;149606;8;1;38,1;17,5;10,4;требуется ремонт;0;1;1;0
6600000;333333;26;;19,8;;;косметический ремонт;1;0;0;0
10300000;107853;9;3;95,5;47;9;требуется ремонт;2;;;1
5850000;162500;18;2;36;12;15;евроремонт;;;;1
6800000;136000;10;2;50;28;10;требуется ремонт;0;1;0;1
9150000;165162;30;2;55,4;24,9;17,7;требуется ремонт;2;;;1
6950000;161628;;2;43;;;евроремонт;0;1;1;1
5400000;164134;8;1;32,9;15,6;8,1;требуется ремонт;;1;;1
12400000;248000;;1;50;;;косметический ремонт;;1;1;
6850000;163095;;2;42;31;7;косметический ремонт;0;1;0;1
9150000;139058;19;2;65,8;35,7;15;требуется ремонт;0;1;1;0
7000000;325581;26;;21,5;;5,6;евроремонт;0;1;1;0
5800000;184713;8;1;31,4;;8;требуется ремонт;0;1;1;0
16990000;194616;;3;87,3;57;10;косметический ремонт;;;1;
9700000;271709;26;1;35,7;11;17;евроремонт;1;;;
9550000;176852;18;2;54;;;косметический ремонт;;;;
4300000;183761;8;1;23,4;11,6;5;требуется ремонт;0;0;1;0
12650000;151135;19;3;83,7;56;12;косметический ремонт;0;0;0;0
18499999;220238;26;3;84;;14;косметический ремонт;1;;0;0
9800000;175000;18;2;56;;;требуется ремонт;;;;
8000000;177686;;2;48,4;32;8;косметический ремонт;0;0;0;0
6500000;149425;8;2;43,5;26,6;6,5;требуется ремонт;;1;;1
6200000;168022;;1;36,9;20;12;евроремонт;1;0;0;0
8900000;198661;;2;44,8;;6;косметический ремонт;0;1;1;0
5800000;151436;17;1;38,3;14,8;10,5;евроремонт;1;;1;
5450000;149444;18;1;36;15;10;евроремонт;0;0;0;1
7300000;179361;19;1;40,7;18;8,6;евроремонт;1;0;1;0
5100000;169435;8;1;30,1;14;8,5;требуется ремонт;0;1;1;0
5700000;165217;18;1;34,5;;14,6;евроремонт;1;0;0;1
11250000;312500;26;1;36;10;17;косметический ремонт;1;0;0;0
7400000;151020;18;2;49;17,3;9;косметический ремонт;1;0;0;1
8900000;157801;26;2;56,4;22,9;19;;;2;;
5700000;158333;18;1;36;;10;евроремонт;0;1;1;0
5550000;163235;8;1;34;;8,8;требуется ремонт;0;1;1;0
5500000;133172;;1;41,3;18,9;10;косметический ремонт;0;1;0;1
4500000;203620;10;;22,1;;;требуется ремонт;0;0;0;1
4400000;134969;;1;32,6;18;8;косметический ремонт;0;0;1;0
11100000;138750;8;4;80;54,2;6,1;требуется ремонт;0;2;0;1
9790000;275000;26;1;35,6;16,8;10;косметический ремонт;1;0;0;0
8300000;130503;26;2;63,6;29,5;13,3;требуется ремонт;0;1;0;1
5900000;175074;;1;33,7;;;косметический ремонт;0;0;0;0
4500000;217391;;;20,7;2,4;1,8;требуется ремонт;1;;;1
4090000;207194;10;;19,74;9,9;1,8;требуется ремонт;1;0;0;1
4350000;133477;;1;32,59;21,5;6,7;косметический ремонт;1;0;;
8300000;173333;;2;45;27,7;5,7;требуется ремонт;;1;1;
10000000;140449;;3;71,2;;9;евроремонт;0;1;1;0
5600000;155556;17;1;36;16;13;косметический ремонт;1;;;1
7500000;250000;6;;30;20;6;евроремонт;1;;;
4350000;174000;18;;25;;;косметический ремонт;0;0;0;0
10650000;163846;5;2;65;;;евроремонт;0;2;0;1
6200000;221429;15;1;28;13;;;;;;
10700000;259709;26;1;41,2;10,6;21,2;;;;;
4000000;173913;17;1;23;15;3;;;;;
11300000;313889;26;1;36;;17;косметический ремонт;1;0;0;0
9050000;107738;;3;84;50;10;евроремонт;;2;;
8800000;261905;26;1;33,6;11,5;10,7;косметический ремонт;1;;;
8800000;261905;26;1;33,6;11,5;10,7;косметический ремонт;1;;;
4150000;162745;18;;25,5;16,5;;косметический ремонт;1;;1;1
8300000;217277;30;1;38,2;16;12;;1;;;1
8300000;193023;19;1;43;16,8;12,8;;;;;
7240000;184224;26;1;39,3;11,8;18,1;косметический ремонт;1;;;
6100000;170391;18;1;35,8;14;10;евроремонт;1;0;1;0
5500000;227273;18;;24,2;;;косметический ремонт;1;;;1
5300000;227468;;;23,3;11,1;6;евроремонт;1;0;0;0
5500000;225410;18;1;24,4;;;косметический ремонт;1;;;
8200000;128125;;3;64;;17;требуется ремонт;1;1;;
19999000;200391;15;5;99,8;68;15;требуется ремонт;1;1;;1
8400000;292683;22;1;28,7;;;косметический ремонт;1;;1;
7149000;305513;25;;23,4;;;косметический ремонт;1;;;
7149000;305513;25;;23,4;;;косметический ремонт;1;;;
5550000;154167;18;1;36;15;10;;1;;;1
6800000;170000;;2;40;24;8;евроремонт;1;0;0;1
5200000;152941;4;1;34;;12;косметический ремонт;1;0;1;0
10250000;183036;26;2;56;;10;евроремонт;1;0;0;0
6900000;168293;19;1;41;15;12,8;;1;;1;
9300000;141123;;2;65,9;28,1;11,4;;1;1;;
11650000;146541;;4;79,5;54,2;6,1;требуется ремонт;;2;;1
4000000;173913;10;;23;15;3;;1;;1;0
5499000;229125;18;;24;;5;косметический ремонт;1;;1;
7250000;173031;26;1;41,9;15,3;16;евроремонт;0;1;0;0
5700000;147287;10;1;38,7;;10;требуется ремонт;1;0;0;0
6000000;169014;;1;35,5;18;10;евроремонт;1;;;
8190000;146429;18;2;56;30;13;евроремонт;0;1;0;1
27500000;110000;;4;250;105;22;косметический ремонт;;2;;
11150000;204963;;2;54,4;27;9;дизайнерский ремонт;;1;;1
31050000;189329;;4;164;94;16;евроремонт;;2;1;1
9650000;172321;;2;56;37;8,6;требуется ремонт;;1;;1
9850000;189423;;2;52;30;8,5;косметический ремонт;;1;;
13150000;166456;;2;79;51;12;евроремонт;;1;;1
9150000;175962;;2;52;31;10;косметический ремонт;;1;1;
6800000;174359;;1;39;21;8,6;дизайнерский ремонт;;1;;1
8000000;205128;;1;39;19;9,5;евроремонт;1;;;
7190000;220552;;1;32,6;19;6,2;евроремонт;;1;;1
10700000;259709;26;1;41,2;21,2;10,6;косметический ремонт;1;;;
7777777;131827;;2;59;32;13;евроремонт;;;;1
8100000;162000;;2;50;15;18;дизайнерский ремонт;;;;
6500000;162500;;1;40;15;11;евроремонт;;;;
8500000;358650;26;1;23,7;10;6;евроремонт;1;0;0;0
6180000;148201;26;1;41,7;18,5;10,6;требуется ремонт;1;0;0;1
9500000;141791;19;2;67;35,8;16,1;требуется ремонт;0;1;1;0
5885000;158199;17;1;37,2;17;11,6;требуется ремонт;1;0;1;0
10400000;253659;26;1;41;13,2;18,8;косметический ремонт;1;0;0;0
8200000;153271;10;2;53,5;31;;евроремонт;0;1;;
12200000;128421;;3;95;55,1;16,8;дизайнерский ремонт;0;2;0;1
5300000;149296;10;1;35,5;15,5;;требуется ремонт;1;0;0;1
14200000;240678;26;2;59;23,6;22;евроремонт;0;1;0;0
8900000;264881;26;1;33,6;11,5;10,7;косметический ремонт;1;0;0;0
5700000;154054;18;1;37;15;12;косметический ремонт;1;0;;
5750000;155405;;1;37;12;15;косметический ремонт;1;0;;
5700000;150000;18;1;38;11,9;12,9;косметический ремонт;1;0;0;1
5700000;157459;18;1;36,2;12;13;косметический ремонт;1;0;0;1
5600000;151351;18;1;37;15;12;косметический ремонт;1;0;;
10900000;133089;;3;81,9;60;;евроремонт;1;0;0;0
9500000;116564;17;4;81,5;45;21,5;требуется ремонт;0;2;0;0
5100000;164516;8;1;31;14,2;8;требуется ремонт;0;1;0;1
7350000;341860;26;1;21,5;15,7;;косметический ремонт;1;0;0;0
6290000;317677;26;1;19,8;14,5;;косметический ремонт;1;0;0;0
10000000;277778;;1;36;18;;требуется ремонт;1;0;0;1
5150000;132051;;1;39;11;16;требуется ремонт;1;0;0;0
7600000;194872;;1;39;19,5;10;евроремонт;1;0;0;1
5100000;60714;;3;84;50;10;требуется ремонт;0;2;0;0
5900000;163889;18;1;36;14;12;косметический ремонт;1;0;0;1
4150000;188636;10;;22;;22;косметический ремонт;1;0;1;0
5450000;151389;18;1;36;15;10;евроремонт;1;0;1;0
19000000;202128;32;3;94;54;16,3;требуется ремонт;0;2;0;0
7600000;148438;8;2;51,2;29,3;10;требуется ремонт;0;1;;
6000000;62893;4;3;95,4;47;12,5;требуется ремонт;;1;;1
13800000;228856;;3;60,3;43;6,3;;;1;0;1
9190000;137369;19;2;66,9;35,7;16,1;требуется ремонт;0;1;0;0
11700000;152344;14;3;76,8;49,7;12;требуется ремонт;0;2;0;1
6200000;171745;18;1;36,1;14,2;10;евроремонт;1;0;0;0
6500000;180556;18;1;36;14;9;;1;0;0;1
980000;60000;;1;20;10;6;требуется ремонт;1;;;
9199000;273780;26;1;33,6;12;17;;1;;1;
6800000;147826;8;2;46;28;9;требуется ремонт;0;1;0;1
8250000;178186;;2;46,3;22,8;10,3;требуется ремонт;0;1;0;2
3900000;185714;10;;21;16;;требуется ремонт;1;0;;
6250000;173611;10;1;36;14;8;евроремонт;1;0;;
10000000;151515;19;2;66;;15;требуется ремонт;;1;;1
9500000;153226;14;2;62;;22,9;требуется ремонт;0;1;0;1
6200000;193750;8;;32;16;;евроремонт;1;0;;
7800000;171429;8;2;45,5;24;8,6;требуется ремонт;;1;1;1
6600000;169231;;1;39;;;косметический ремонт;0;1;0;0
6990000;207418;26;1;33,7;11,5;10,7;косметический ремонт;1;;0;0
6190000;145647;8;2;42,5;26;6;требуется ремонт;0;1;0;1
8200000;414141;;;19,8;;;косметический ремонт;0;0;0;0
7100000;211310;26;1;33,6;11,5;10,7;;1;;;
3750000;150000;10;;25;18;3;требуется ремонт;1;;0;0
6400000;154964;17;2;41,3;27,1;5;требуется ремонт;1;0;1;0
21000000;234114;;2;89,7;42,9;15,6;;1;0;0;1
8700000;140323;17;3;62;38;17;евроремонт;;2;0;0
5100000;60714;;3;84;50;10;требуется ремонт;2;;;
6650000;145833;;2;45,6;26;8,7;требуется ремонт;0;1;0;1
12850000;242453;30;2;53;;15,1;евроремонт;0;2;1;0
8400000;173554;;2;48,4;30;9;косметический ремонт;;1;1;
7100000;165116;5;1;43;25;10;евроремонт;1;0;0;1
10500000;96330;;3;109;50;22;евроремонт;1;0;3;0
4300000;147766;8;;29,1;15,2;5;требуется ремонт;0;0;0;1
9800000;175000;26;2;56;;;евроремонт;1;;;
5650000;226000;18;;25;;;косметический ремонт;1;;;1
4390000;133030;;1;33;22;7;косметический ремонт;1;;;1
9700000;142647;19;2;68;36;15;;1;;1;
8800000;157143;5;2;56;;;дизайнерский ремонт;0;0;0;1
6100000;193651;8;1;31,5;14,3;8,2;дизайнерский ремонт;;1;;1
5600000;155556;18;1;36;15;13;косметический ремонт;1;0;1;0
6150000;174716;18;1;35,2;20;9;;;;1;
9100000;162210;26;3;56,1;22;21;косметический ремонт;;;;
4000000;129870;;1;30,8;;;косметический ремонт;1;;1;
10500000;178571;23;2;58,8;;;евроремонт;1;;;1
7000000;189189;10;1;37;16;13;дизайнерский ремонт;1;0;0;0
15500000;349099;26;1;44,4;12,2;22,3;дизайнерский ремонт;1;0;0;0
3270000;181667;;;18;;3;требуется ремонт;1;0;1;0
4950000;198000;10;;25;18;;евроремонт;;1;;1
7000000;130939;10;2;53,46;31;10;требуется ремонт;0;0;1;0
13900000;347500;31;1;40;;18;евроремонт;1;0;1;0
19500000;337955;;3;57,7;42,8;5,9;дизайнерский ремонт;1;0;0;1
8650000;199309;18;2;43,4;;24,5;евроремонт;0;1;1;0
6200000;205298;14;1;30,2;17,3;7;требуется ремонт;1;;;
6270000;95000;17;3;66;32,6;12;требуется ремонт;;2;;
11500000;116162;16;3;99;61,6;13,5;требуется ремонт;2;;;1
5000000;238095;10;;21;18;;евроремонт;1;0;0;0
5300000;168790;8;1;31,4;14,7;8;требуется ремонт;1;0;0;1
5200000;164557;10;1;31,6;14,5;9;требуется ремонт;1;;;1
9200000;134601;16;2;68,35;34;14,5;требуется ремонт;0;1;;
5900000;239316;;;23,4;11,1;6;косметический ремонт;1;0;0;0
16500000;278246;26;2;59,3;23,7;22,3;евроремонт;;1;;
7990000;318327;26;;25,1;18,3;3;косметический ремонт;1;0;0;0
12890000;243208;26;2;53;21,5;18,2;косметический ремонт;;2;;
9500000;173865;10;2;54,64;30;10;евроремонт;0;0;0;0
9500000;165361;19;2;57,45;31;12;евроремонт;;1;;1
16500000;278246;26;2;59,3;23,7;22,3;дизайнерский ремонт;0;0;0;0
6690000;236396;15;;28,3;13;6;требуется ремонт;1;0;0;1
4800000;126316;4;1;38;14;9;косметический ремонт;1;0;0;0
11900000;118762;16;3;100,2;58;16,7;требуется ремонт;1;;0;1
9000000;183673;6;2;49;30;9;евроремонт;1;;;
10500000;112782;16;3;93,1;48,8;15,7;требуется ремонт;0;2;0;1
13500000;200893;;3;67,2;42;10,4;косметический ремонт;0;1;0;1
7500000;162549;16;1;46,14;18,5;11,4;требуется ремонт;1;;;1
16000000;269815;26;2;59,3;23,7;22,3;евроремонт;;1;0;0
5900000;143902;19;1;41;14;15;требуется ремонт;1;;;1
9850000;136711;16;2;72,05;34;14;требуется ремонт;;1;;1
10050000;137671;16;2;73;37;15;требуется ремонт;1;;;1
6950000;150759;8;2;46,1;26,2;8;требуется ремонт;;1;;1
5100000;152778;10;1;36;18;12;требуется ремонт;;;;
4250000;214646;10;;19,8;;;евроремонт;;;;
5500000;152778;18;1;36;15;10;косметический ремонт;1;0;0;1
6200000;155000;17;1;40;20;12;;;;;
9700000;161667;;2;60;32;10;евроремонт;;1;2;
8600000;260606;32;1;33;;10;требуется ремонт;1;;;
7250000;127193;10;2;57;31;10;требуется ремонт;;1;;1
12200000;125773;23;2;97;;14;требуется ремонт;;2;2;
10100000;229545;;2;44;28;6;косметический ремонт;;1;0;0
17900000;213859;25;3;83,7;54,7;;евроремонт;;1;;1
7200000;134831;10;2;53,4;30;10,8;требуется ремонт;0;1;0;1
5750000;150919;8;1;38,1;18;10;требуется ремонт;;1;;1
10990000;166515;19;2;66;35,7;15;евроремонт;;1;1;
8100000;181208;15;2;44,7;25,2;5,3;требуется ремонт;0;0;2;0
6750000;144231;8;2;46,8;26,3;8,5;требуется ремонт;;1;;1
7650000;147115;10;2;52;31;11;косметический ремонт;;1;;1
4653000;145862;;1;31,9;12,4;9,8;косметический ремонт;0;1;1;0
4650000;244737;;;19;12;7;;;;;
13500000;247706;26;2;54,5;32,3;10,4;косметический ремонт;1;1;0;0
6900000;156818;19;1;44;;10;требуется ремонт;0;1;1;0
5800000;172928;10;1;33,54;14,6;10,2;евроремонт;1;0;;
13600000;257576;26;2;52,8;21,5;19;евроремонт;1;0;0;0
7700000;197436;;1;39;20,9;9;косметический ремонт;1;1;0;1
9070000;161101;26;2;56,3;32,2;10;косметический ремонт;0;1;0;0
13500000;150000;;3;90;55;10;дизайнерский ремонт;1;;;
3890000;194500;;;20;;;косметический ремонт;1;;;1
5800000;193333;6;2;30;;;требуется ремонт;1;;;
6500000;191176;;1;34;19;10;косметический ремонт;0;0;1;0
4400000;150685;4;1;29,2;12,6;7;евроремонт;1;;;
7200000;156863;8;2;45,9;26,1;8,5;требуется ремонт;1;1;0;1
9500000;131944;19;3;72;40,3;12;дизайнерский ремонт;2;;;1
7000000;117845;;3;59,4;44,3;6,8;косметический ремонт;;1;1;
6400000;119403;;2;53,6;30,2;8,4;косметический ремонт;;1;;1
7200000;154176;8;2;46,7;26,9;8;требуется ремонт;;1;0;1
15950000;159500;14;4;100;64,2;14;;;2;;1
6890000;194085;15;1;35,5;16,8;9,8;требуется ремонт;1;0;1;0
5400000;131707;19;1;41;18;8,4;требуется ремонт;1;0;1;0
7950000;397500;26;;20;;6;евроремонт;0;1;1;0
8300000;197619;19;2;42;28;6;дизайнерский ремонт;0;0;0;0
5650000;161429;17;1;35;16;10;евроремонт;1;;;1
9400000;98532;4;3;95,4;47;12,5;требуется ремонт;;1;;1
11000000;215686;30;2;51;21;16;евроремонт;;;1;
13499990;247706;26;2;54,5;;11;дизайнерский ремонт;;2;0;0
5350000;140789;18;1;38;15;10;евроремонт;1;0;0;1
4990000;135598;;1;36,8;15;10;косметический ремонт;1;;;1
7800000;162500;8;2;48;26;8;требуется ремонт;;1;;1
7100000;330233;26;;21,5;10;5;косметический ремонт;1;;;
8200000;143860;;2;57;32;13;косметический ремонт;;1;1;
9930000;278933;26;1;35,6;16,6;9,9;косметический ремонт;1;0;0;0
6500000;159314;19;1;40,8;16,7;12,7;требуется ремонт;1;;1;
8200000;208122;;1;39,4;21;8,6;косметический ремонт;0;1;1;0
5200000;210526;10;;24,7;22;2,7;евроремонт;1;;;1
6750000;153409;19;1;44;27;6;требуется ремонт;1;;1;0
11500000;146684;9;2;78,4;39,2;14;требуется ремонт;0;1;0;1
8000000;168776;;2;47,4;28,2;6,7;требуется ремонт;0;0;0;0
13600000;233677;26;2;58,2;25;11;косметический ремонт;1;1;;
12700000;168212;19;3;75,5;56;14;евроремонт;;1;0;1
6350000;178873;10;1;35,5;;10,9;евроремонт;1;0;1;0
6900000;146497;8;2;47,1;26,4;8;требуется ремонт;0;1;1;0
13500000;231964;26;2;56;;8;евроремонт;1;0;0;0
4350000;200461;10;;21,7;15;3;евроремонт;1;;0;0
12000000;140023;19;3;85,7;50,9;12,6;требуется ремонт;1;1;1;
6150000;95944;18;3;64,1;32;11,8;требуется ремонт;;1;;
19450000;228824;;3;85;45;16,5;дизайнерский ремонт;;1;;1
5600000;136585;;1;41;12;16;требуется ремонт;1;0;1;1
5550000;150000;18;1;37;12;15;косметический ремонт;1;;;1
11500000;320833;26;1;36;10;17;евроремонт;1;;;
6650000;161871;;2;41,7;20;9;евроремонт;1;0;0;1
8200000;157692;18;2;52;30;12;евроремонт;0;1;0;1
4999999;135980;;1;36,77;13,9;10,9;косметический ремонт;1;;;1
7199000;169388;14;1;42,5;25;10;требуется ремонт;;1;;1
12799999;125490;;3;102;;;;;;;
5900000;154047;26;1;38,3;14,3;10,6;косметический ремонт;1;;;1
6200000;167568;18;1;37;12,5;15;;0;0;0;1
7300000;187661;;1;38,9;20,5;8,9;;;1;;
5350000;158284;10;1;33,8;15;8;;;;;
7460000;241424;10;1;30,9;18;;евроремонт;1;0;;
10990000;166768;;3;65,9;44,9;8;;;;0;0
4300000;159259;17;1;27;20;4;косметический ремонт;1;;;1
7100000;236667;6;2;30;21;6;косметический ремонт;1;0;0;0
7700000;165236;8;2;46,6;26;9,1;требуется ремонт;;1;;1
9500000;165505;4;2;57,4;20;21,7;дизайнерский ремонт;1;;1;1
10700000;136306;8;4;78,5;54,6;6;требуется ремонт;0;0;1;0
9000000;166667;10;2;54;29;15;евроремонт;0;1;0;0
7200000;201681;26;1;35,7;17;10,2;косметический ремонт;1;;;
11350000;252222;26;1;45;13,2;21,2;;;;0;0
6950000;231667;6;2;30;24;6;евроремонт;1;0;0;0
5200000;144444;10;1;36;;8,2;требуется ремонт;0;1;1;0
6270000;174167;10;1;36;15;10;евроремонт;1;0;0;0
5100000;60714;;3;84;50;10;требуется ремонт;2;;;
7500000;187032;;1;40,1;35;;евроремонт;1;;;
6700000;159524;17;1;42;20;13,7;;1;;;
8300000;193023;19;1;43;14;23;евроремонт;1;;;
7050000;209821;26;1;33,6;11,5;10;косметический ремонт;1;;;
18000000;306644;;2;58,7;28,3;15,3;косметический ремонт;;1;;
